code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5018019,5245395,10263414,2001
02000,Région flamande,2934940,3017612,5952552,2001
03000,Région wallonne,1622014,1724443,3346457,2001
04000,Région de Bruxelles-Capitale,461065,503340,964405,2001
10000,Province d'Anvers,811107,834545,1645652,2001
11000,Arrondissement d'Anvers,455706,475861,931567,2001
11001,Aartselaar,7127,7313,14440,2001
11002,Anvers,216319,229251,445570,2001
11004,Boechout,6005,5948,11953,2001
11005,Boom,7275,7711,14986,2001
11007,Borsbeek,4997,5298,10295,2001
11008,Brasschaat,18193,18958,37151,2001
11009,Brecht,12691,12638,25329,2001
11013,Edegem,10790,11398,22188,2001
11016,Essen,8198,8284,16482,2001
11018,Hemiksem,4482,4630,9112,2001
11021,Hove (Anvers),4036,4241,8277,2001
11022,Kalmthout,8578,8764,17342,2001
11023,Kapellen (Anvers),12574,13068,25642,2001
11024,Kontich,9850,10121,19971,2001
11025,Lint,3917,3986,7903,2001
11029,Mortsel,11994,12865,24859,2001
11030,Niel,4190,4323,8513,2001
11035,Ranst,8864,8751,17615,2001
11037,Rumst,7255,7295,14550,2001
11038,Schelle,3805,3906,7711,2001
11039,Schilde,9606,9957,19563,2001
11040,Schoten,15901,16819,32720,2001
11044,Stabroek,8545,8708,17253,2001
11050,Wijnegem,4172,4493,8665,2001
11052,Wommelgem,5834,6040,11874,2001
11053,Wuustwezel,8868,8778,17646,2001
11054,Zandhoven,6084,6060,12144,2001
11055,Zoersel,9840,10280,20120,2001
11056,Zwijndrecht,8762,8982,17744,2001
11057,Malle,6954,6995,13949,2001
12000,Arrondissement de Malines,150678,155735,306413,2001
12002,Berlaar,5028,5141,10169,2001
12005,Bonheiden,6926,7311,14237,2001
12007,Bornem,9803,10038,19841,2001
12009,Duffel,7752,8186,15938,2001
12014,Heist-op-den-Berg,18618,18778,37396,2001
12021,Lierre,15708,16681,32389,2001
12025,Malines,36829,38731,75560,2001
12026,Nijlen,10233,10266,20499,2001
12029,Putte,7733,7656,15389,2001
12030,Puurs,7863,7929,15792,2001
12034,Sint-Amands,3779,3760,7539,2001
12035,Sint-Katelijne-Waver,9419,9689,19108,2001
12040,Willebroek,10987,11569,22556,2001
13000,Arrondissement de Turnhout,204723,202949,407672,2001
13001,Arendonk,5991,5892,11883,2001
13002,Baerle-Duc,1079,1077,2156,2001
13003,Balen,9815,9595,19410,2001
13004,Beerse,7906,7944,15850,2001
13006,Dessel,4301,4188,8489,2001
13008,Geel,17007,16872,33879,2001
13010,Grobbendonk,5277,5206,10483,2001
13011,Herentals,12620,12962,25582,2001
13012,Herenthout,4172,4143,8315,2001
13013,Herselt,6985,6668,13653,2001
13014,Hoogstraten,9135,8735,17870,2001
13016,Hulshout,4324,4366,8690,2001
13017,Kasterlee,8988,8645,17633,2001
13019,Lille,7658,7449,15107,2001
13021,Meerhout,4622,4582,9204,2001
13023,Merksplas,4156,3902,8058,2001
13025,Mol,15821,15945,31766,2001
13029,Olen,5487,5433,10920,2001
13031,Oud-Turnhout,6228,6216,12444,2001
13035,Ravels,6659,6479,13138,2001
13036,Retie,5008,4789,9797,2001
13037,Rijkevorsel,5311,5171,10482,2001
13040,Turnhout,18981,19733,38714,2001
13044,Vorselaar,3605,3747,7352,2001
13046,Vosselaar,5018,4954,9972,2001
13049,Westerlo,11122,10902,22024,2001
13053,Laakdal,7447,7354,14801,2001
20001,Province du Brabant flamand,498941,519462,1018403,2001
20002,Province du Brabant wallon,171320,180698,352018,2001
21000,Arrondissement de Bruxelles-Capitale,461065,503340,964405,2001
21001,Anderlecht,42703,46119,88822,2001
21002,Auderghem,13416,15500,28916,2001
21003,Berchem-Sainte-Agathe,8905,10132,19037,2001
21004,Bruxelles,66684,67711,134395,2001
21005,Etterbeek,18590,21044,39634,2001
21006,Evere,14637,16973,31610,2001
21007,Forest (Bruxelles-Capitale),21801,24247,46048,2001
21008,Ganshoren,8875,10986,19861,2001
21009,Ixelles,35370,37528,72898,2001
21010,Jette,18531,21544,40075,2001
21011,Koekelberg,7798,8545,16343,2001
21012,Molenbeek-Saint-Jean,35466,36914,72380,2001
21013,Saint-Gilles,21339,20915,42254,2001
21014,Saint-Josse-ten-Noode,11205,11003,22208,2001
21015,Schaerbeek,52267,54374,106641,2001
21016,Uccle,34129,40539,74668,2001
21017,Watermael-Boitsfort,11342,13267,24609,2001
21018,Woluwe-Saint-Lambert,20627,25588,46215,2001
21019,Woluwe-Saint-Pierre,17380,20411,37791,2001
23000,Arrondissement de Hal-Vilvorde,272772,287366,560138,2001
23002,Asse,13568,14438,28006,2001
23003,Beersel,11249,11670,22919,2001
23009,Biévène,959,1023,1982,2001
23016,Dilbeek,18228,19590,37818,2001
23023,Gammerages,3829,3967,7796,2001
23024,Gooik,4401,4443,8844,2001
23025,Grimbergen,15833,17140,32973,2001
23027,Hal (Hal-Vilvorde),16465,17279,33744,2001
23032,Herne,3112,3206,6318,2001
23033,Hoeilaart,4795,5044,9839,2001
23038,Kampenhout,5313,5516,10829,2001
23039,Kapelle-op-den-Bos,4327,4405,8732,2001
23044,Liedekerke,5814,5964,11778,2001
23045,Londerzeel,8509,8657,17166,2001
23047,Machelen (Hal-Vilvorde),5736,6165,11901,2001
23050,Meise,8948,9442,18390,2001
23052,Merchtem,7092,7162,14254,2001
23060,Opwijk,5798,6033,11831,2001
23062,Overijse,11634,12212,23846,2001
23064,Pepingen,2100,2157,4257,2001
23077,Sint-Pieters-Leeuw,14669,15385,30054,2001
23081,Steenokkerzeel,5163,5372,10535,2001
23086,Ternat,7129,7367,14496,2001
23088,Vilvorde,16961,18180,35141,2001
23094,Zaventem,13157,14002,27159,2001
23096,Zemst,10165,10565,20730,2001
23097,Roosdaal,5214,5403,10617,2001
23098,Drogenbos,2182,2492,4674,2001
23099,Kraainem,6169,6655,12824,2001
23100,Linkebeek,2311,2436,4747,2001
