code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5143821,5367561,10511382,2006
02000,Région flamande,2997496,3081104,6078600,2006
03000,Région wallonne,1656641,1757337,3413978,2006
04000,Région de Bruxelles-Capitale,489684,529120,1018804,2006
10000,Province d'Anvers,833810,854683,1688493,2006
11000,Arrondissement d'Anvers,468986,485694,954680,2006
11001,Aartselaar,7090,7285,14375,2006
11002,Anvers,226280,235216,461496,2006
11004,Boechout,6076,6014,12090,2006
11005,Boom,7838,8258,16096,2006
11007,Borsbeek,4950,5307,10257,2006
11008,Brasschaat,18199,19083,37282,2006
11009,Brecht,13195,13269,26464,2006
11013,Edegem,10465,11203,21668,2006
11016,Essen,8505,8496,17001,2006
11018,Hemiksem,4749,4914,9663,2006
11021,Hove (Anvers),4071,4236,8307,2006
11022,Kalmthout,8566,8923,17489,2006
11023,Kapellen (Anvers),12705,13243,25948,2006
11024,Kontich,10005,10234,20239,2006
11025,Lint,3968,4009,7977,2006
11029,Mortsel,11790,12637,24427,2006
11030,Niel,4319,4479,8798,2006
11035,Ranst,8948,8879,17827,2006
11037,Rumst,7280,7348,14628,2006
11038,Schelle,3832,3974,7806,2006
11039,Schilde,9607,9968,19575,2006
11040,Schoten,16105,17055,33160,2006
11044,Stabroek,8776,8813,17589,2006
11050,Wijnegem,4263,4553,8816,2006
11052,Wommelgem,5952,6174,12126,2006
11053,Wuustwezel,9172,9166,18338,2006
11054,Zandhoven,6162,6124,12286,2006
11055,Zoersel,10138,10500,20638,2006
11056,Zwijndrecht,8933,9298,18231,2006
11057,Malle,7047,7036,14083,2006
12000,Arrondissement de Malines,154439,159804,314243,2006
12002,Berlaar,5269,5343,10612,2006
12005,Bonheiden,7059,7451,14510,2006
12007,Bornem,9967,10097,20064,2006
12009,Duffel,7776,8243,16019,2006
12014,Heist-op-den-Berg,19110,19403,38513,2006
12021,Lierre,16142,17130,33272,2006
12025,Malines,38149,40119,78268,2006
12026,Nijlen,10363,10501,20864,2006
12029,Putte,7836,7854,15690,2006
12030,Puurs,7984,8045,16029,2006
12034,Sint-Amands,3877,3904,7781,2006
12035,Sint-Katelijne-Waver,9642,9935,19577,2006
12040,Willebroek,11265,11779,23044,2006
13000,Arrondissement de Turnhout,210385,209185,419570,2006
13001,Arendonk,6131,6084,12215,2006
13002,Baerle-Duc,1136,1170,2306,2006
13003,Balen,10176,10100,20276,2006
13004,Beerse,8187,8295,16482,2006
13006,Dessel,4419,4354,8773,2006
13008,Geel,17702,17487,35189,2006
13010,Grobbendonk,5400,5347,10747,2006
13011,Herentals,12843,13228,26071,2006
13012,Herenthout,4164,4197,8361,2006
13013,Herselt,7064,6772,13836,2006
13014,Hoogstraten,9473,9109,18582,2006
13016,Hulshout,4507,4660,9167,2006
13017,Kasterlee,9152,8756,17908,2006
13019,Lille,7822,7687,15509,2006
13021,Meerhout,4694,4667,9361,2006
13023,Merksplas,4219,3954,8173,2006
13025,Mol,16304,16447,32751,2006
13029,Olen,5669,5645,11314,2006
13031,Oud-Turnhout,6335,6318,12653,2006
13035,Ravels,6956,6806,13762,2006
13036,Retie,5292,5029,10321,2006
13037,Rijkevorsel,5386,5288,10674,2006
13040,Turnhout,19550,20241,39791,2006
13044,Vorselaar,3684,3675,7359,2006
13046,Vosselaar,5106,5036,10142,2006
13049,Westerlo,11530,11366,22896,2006
13053,Laakdal,7484,7467,14951,2006
20001,Province du Brabant flamand,511151,532982,1044133,2006
