code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,4993718,5220034,10213752,1999
02000,Région flamande,2923551,3003287,5926838,1999
03000,Région wallonne,1615210,1717244,3332454,1999
04000,Région de Bruxelles-Capitale,454957,499503,954460,1999
10000,Province d'Anvers,808927,832039,1640966,1999
11000,Arrondissement d'Anvers,455436,475933,931369,1999
11001,Aartselaar,7130,7263,14393,1999
11002,Anvers,216852,230780,447632,1999
11004,Boechout,5985,5923,11908,1999
11005,Boom,7224,7651,14875,1999
11007,Borsbeek,4997,5287,10284,1999
11008,Brasschaat,18251,18972,37223,1999
11009,Brecht,12429,12321,24750,1999
11013,Edegem,10892,11441,22333,1999
11016,Essen,8099,8177,16276,1999
11018,Hemiksem,4533,4628,9161,1999
11021,Hove (Anvers),4022,4322,8344,1999
11022,Kalmthout,8575,8713,17288,1999
11023,Kapellen (Anvers),12541,13028,25569,1999
11024,Kontich,9692,9924,19616,1999
11025,Lint,3887,3952,7839,1999
11029,Mortsel,12092,13015,25107,1999
11030,Niel,4138,4280,8418,1999
11035,Ranst,8777,8715,17492,1999
11037,Rumst,7310,7285,14595,1999
11038,Schelle,3832,3887,7719,1999
11039,Schilde,9614,9846,19460,1999
11040,Schoten,15851,16647,32498,1999
11044,Stabroek,8478,8575,17053,1999
11050,Wijnegem,4113,4448,8561,1999
11052,Wommelgem,5760,5967,11727,1999
11053,Wuustwezel,8817,8660,17477,1999
11054,Zandhoven,6032,5950,11982,1999
11055,Zoersel,9804,10258,20062,1999
11056,Zwijndrecht,8765,9077,17842,1999
11057,Malle,6944,6941,13885,1999
12000,Arrondissement de Malines,150196,154960,305156,1999
12002,Berlaar,4984,5076,10060,1999
12005,Bonheiden,6769,7186,13955,1999
12007,Bornem,9857,10022,19879,1999
12009,Duffel,7672,8224,15896,1999
12014,Heist-op-den-Berg,18619,18723,37342,1999
12021,Lierre,15556,16508,32064,1999
12025,Malines,36813,38605,75418,1999
12026,Nijlen,10185,10222,20407,1999
12029,Putte,7705,7628,15333,1999
12030,Puurs,7851,7864,15715,1999
12034,Sint-Amands,3800,3734,7534,1999
12035,Sint-Katelijne-Waver,9391,9651,19042,1999
12040,Willebroek,10994,11517,22511,1999
13000,Arrondissement de Turnhout,203295,201146,404441,1999
13001,Arendonk,5915,5826,11741,1999
13002,Baerle-Duc,1071,1057,2128,1999
13003,Balen,9721,9521,19242,1999
13004,Beerse,7800,7784,15584,1999
13006,Dessel,4334,4199,8533,1999
13008,Geel,16880,16775,33655,1999
13010,Grobbendonk,5272,5152,10424,1999
13011,Herentals,12574,12853,25427,1999
13012,Herenthout,4190,4148,8338,1999
13013,Herselt,6979,6615,13594,1999
13014,Hoogstraten,8991,8594,17585,1999
13016,Hulshout,4234,4274,8508,1999
13017,Kasterlee,8937,8589,17526,1999
13019,Lille,7595,7318,14913,1999
13021,Meerhout,4620,4564,9184,1999
13023,Merksplas,4054,3911,7965,1999
13025,Mol,15680,15714,31394,1999
13029,Olen,5446,5418,10864,1999
13031,Oud-Turnhout,6232,6192,12424,1999
13035,Ravels,6553,6435,12988,1999
13036,Retie,4986,4752,9738,1999
13037,Rijkevorsel,5286,5090,10376,1999
13040,Turnhout,18905,19613,38518,1999
13044,Vorselaar,3637,3716,7353,1999
13046,Vosselaar,4989,4903,9892,1999
13049,Westerlo,10977,10822,21799,1999
13053,Laakdal,7437,7311,14748,1999
20001,Province du Brabant flamand,496029,515559,1011588,1999
20002,Province du Brabant wallon,169244,178179,347423,1999
21000,Arrondissement de Bruxelles-Capitale,454957,499503,954460,1999
21001,Anderlecht,41943,45458,87401,1999
21002,Auderghem,13419,15512,28931,1999
21003,Berchem-Sainte-Agathe,8660,10009,18669,1999
21004,Bruxelles,66314,67929,134243,1999
21005,Etterbeek,18227,20935,39162,1999
21006,Evere,14224,16582,30806,1999
21007,Forest (Bruxelles-Capitale),21412,24053,45465,1999
21008,Ganshoren,8803,11013,19816,1999
21009,Ixelles,35110,37414,72524,1999
21010,Jette,18063,21103,39166,1999
21011,Koekelberg,7712,8302,16014,1999
21012,Molenbeek-Saint-Jean,34193,35882,70075,1999
21013,Saint-Gilles,21344,20947,42291,1999
