code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5447488,5652066,11099554,2013
02000,Région flamande,3151466,3230393,6381859,2013
03000,Région wallonne,1734362,1828698,3563060,2013
04000,Région de Bruxelles-Capitale,561660,592975,1154635,2013
10000,Province d'Anvers,887797,905580,1793377,2013
11000,Arrondissement d'Anvers,502015,515182,1017197,2013
11001,Aartselaar,7024,7202,14226,2013
11002,Anvers,251893,256018,507911,2013
11004,Boechout,6333,6441,12774,2013
11005,Boom,8526,8701,17227,2013
11007,Borsbeek,4961,5317,10278,2013
11008,Brasschaat,17994,19292,37286,2013
11009,Brecht,13873,14143,28016,2013
11013,Edegem,10168,10991,21159,2013
11016,Essen,9021,9045,18066,2013
11018,Hemiksem,5299,5466,10765,2013
11021,Hove (Anvers),3945,4253,8198,2013
11022,Kalmthout,8924,9260,18184,2013
11023,Kapellen (Anvers),12966,13540,26506,2013
11024,Kontich,10340,10543,20883,2013
11025,Lint,4325,4343,8668,2013
11029,Mortsel,12201,13001,25202,2013
11030,Niel,4708,4874,9582,2013
11035,Ranst,9339,9242,18581,2013
11037,Rumst,7421,7501,14922,2013
11038,Schelle,3996,4205,8201,2013
11039,Schilde,9411,9897,19308,2013
11040,Schoten,16373,17403,33776,2013
11044,Stabroek,8972,9168,18140,2013
11050,Wijnegem,4406,4731,9137,2013
11052,Wommelgem,6104,6301,12405,2013
11053,Wuustwezel,9868,9863,19731,2013
11054,Zandhoven,6390,6323,12713,2013
11055,Zoersel,10618,10992,21610,2013
11056,Zwijndrecht,9258,9536,18794,2013
11057,Malle,7358,7590,14948,2013
12000,Arrondissement de Malines,162768,168520,331288,2013
12002,Berlaar,5491,5522,11013,2013
12005,Bonheiden,7181,7647,14828,2013
12007,Bornem,10287,10523,20810,2013
12009,Duffel,8317,8720,17037,2013
12014,Heist-op-den-Berg,20197,20718,40915,2013
12021,Lierre,16808,17689,34497,2013
12025,Malines,40390,42212,82602,2013
12026,Nijlen,10959,11239,22198,2013
12029,Putte,8390,8506,16896,2013
12030,Puurs,8318,8581,16899,2013
12034,Sint-Amands,4035,4087,8122,2013
12035,Sint-Katelijne-Waver,10122,10290,20412,2013
12040,Willebroek,12273,12786,25059,2013
13000,Arrondissement de Turnhout,223014,221878,444892,2013
13001,Arendonk,6470,6471,12941,2013
13002,Baerle-Duc,1296,1334,2630,2013
13003,Balen,10883,10889,21772,2013
13004,Beerse,8569,8771,17340,2013
13006,Dessel,4671,4615,9286,2013
13008,Geel,19047,19054,38101,2013
13010,Grobbendonk,5520,5506,11026,2013
13011,Herentals,13527,13911,27438,2013
13012,Herenthout,4354,4427,8781,2013
13013,Herselt,7264,7132,14396,2013
13014,Hoogstraten,10541,10008,20549,2013
13016,Hulshout,5029,5146,10175,2013
13017,Kasterlee,9119,8846,17965,2013
13019,Lille,8297,8088,16385,2013
13021,Meerhout,4984,4977,9961,2013
13023,Merksplas,4555,4127,8682,2013
13025,Mol,17501,17588,35089,2013
13029,Olen,6033,5983,12016,2013
13031,Oud-Turnhout,6473,6492,12965,2013
13035,Ravels,7401,7155,14556,2013
13036,Retie,5498,5319,10817,2013
13037,Rijkevorsel,5825,5687,11512,2013
13040,Turnhout,20778,21230,42008,2013
13044,Vorselaar,3876,3826,7702,2013
13046,Vosselaar,5359,5345,10704,2013
13049,Westerlo,12337,12160,24497,2013
13053,Laakdal,7807,7791,15598,2013
20001,Province du Brabant flamand,539393,561887,1101280,2013
20002,Province du Brabant wallon,188407,200119,388526,2013
21000,Arrondissement de Bruxelles-Capitale,561660,592975,1154635,2013
21001,Anderlecht,56019,57443,113462,2013
21002,Auderghem,15335,17015,32350,2013
21003,Berchem-Sainte-Agathe,11206,12204,23410,2013
21004,Bruxelles,85427,83149,168576,2013
21005,Etterbeek,21899,24329,46228,2013
21006,Evere,17595,19769,37364,2013
21007,Forest (Bruxelles-Capitale),25949,28075,54024,2013
21008,Ganshoren,11034,12630,23664,2013
21009,Ixelles,41122,43094,84216,2013
21010,Jette,23162,26249,49411,2013
21011,Koekelberg,10381,10644,21025,2013
21012,Molenbeek-Saint-Jean,47126,47527,94653,2013
21013,Saint-Gilles,25328,25049,50377,2013
21014,Saint-Josse-ten-Noode,13989,13218,27207,2013
21015,Schaerbeek,64699,65888,130587,2013
21016,Uccle,37205,43282,80487,2013
21017,Watermael-Boitsfort,11318,13149,24467,2013
21018,Woluwe-Saint-Lambert,23947,28645,52592,2013
21019,Woluwe-Saint-Pierre,18919,21616,40535,2013
23000,Arrondissement de Hal-Vilvorde,296178,312558,608736,2013
23002,Asse,15198,16219,31417,2013
