code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,4982672,5209592,10192264,1998
02000,Région flamande,2916640,2995742,5912382,1998
03000,Région wallonne,1612351,1714356,3326707,1998
04000,Région de Bruxelles-Capitale,453681,499494,953175,1998
10000,Province d'Anvers,807281,830576,1637857,1998
11000,Arrondissement d'Anvers,455400,476318,931718,1998
11001,Aartselaar,7069,7201,14270,1998
11002,Anvers,217558,232187,449745,1998
11004,Boechout,5923,5874,11797,1998
11005,Boom,7178,7644,14822,1998
11007,Borsbeek,4985,5256,10241,1998
11008,Brasschaat,18279,18857,37136,1998
11009,Brecht,12279,12173,24452,1998
11013,Edegem,10976,11508,22484,1998
11016,Essen,8037,8081,16118,1998
11018,Hemiksem,4584,4667,9251,1998
11021,Hove (Anvers),4048,4343,8391,1998
11022,Kalmthout,8482,8603,17085,1998
11023,Kapellen (Anvers),12493,13046,25539,1998
11024,Kontich,9685,9852,19537,1998
11025,Lint,3859,3913,7772,1998
11029,Mortsel,12160,13037,25197,1998
11030,Niel,4089,4258,8347,1998
11035,Ranst,8778,8685,17463,1998
11037,Rumst,7296,7254,14550,1998
11038,Schelle,3840,3926,7766,1998
11039,Schilde,9579,9845,19424,1998
11040,Schoten,15778,16577,32355,1998
11044,Stabroek,8444,8491,16935,1998
11050,Wijnegem,4129,4451,8580,1998
11052,Wommelgem,5708,5937,11645,1998
11053,Wuustwezel,8698,8578,17276,1998
11054,Zandhoven,5974,5882,11856,1998
11055,Zoersel,9835,10225,20060,1998
11056,Zwijndrecht,8819,9068,17887,1998
11057,Malle,6838,6899,13737,1998
12000,Arrondissement de Malines,149554,154302,303856,1998
12002,Berlaar,4959,5082,10041,1998
12005,Bonheiden,6731,7127,13858,1998
12007,Bornem,9800,9950,19750,1998
12009,Duffel,7601,8166,15767,1998
12014,Heist-op-den-Berg,18573,18647,37220,1998
12021,Lierre,15454,16361,31815,1998
12025,Malines,36778,38651,75429,1998
12026,Nijlen,10158,10139,20297,1998
