code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,4923472,5144847,10068319,1993
02000,Région flamande,2877026,2947602,5824628,1993
03000,Région wallonne,1597149,1696203,3293352,1993
04000,Région de Bruxelles-Capitale,449297,501042,950339,1993
10000,Province d'Anvers,799162,820451,1619613,1993
11000,Arrondissement d'Anvers,455987,476282,932269,1993
11001,Aartselaar,7156,7281,14437,1993
11002,Anvers,224854,240248,465102,1993
11004,Boechout,5667,5715,11382,1993
11005,Boom,6753,7150,13903,1993
11007,Borsbeek,5002,5234,10236,1993
11008,Brasschaat,17984,18415,36399,1993
11009,Brecht,11216,10888,22104,1993
11013,Edegem,11275,11853,23128,1993
11016,Essen,7521,7486,15007,1993
11018,Hemiksem,4613,4707,9320,1993
11021,Hove (Anvers),3964,4157,8121,1993
11022,Kalmthout,8104,8241,16345,1993
11023,Kapellen (Anvers),12183,12611,24794,1993
11024,Kontich,9505,9521,19026,1993
11025,Lint,3550,3631,7181,1993
11029,Mortsel,12551,13288,25839,1993
11030,Niel,3830,4031,7861,1993
11035,Ranst,8402,8217,16619,1993
11037,Rumst,7180,7115,14295,1993
11038,Schelle,3555,3524,7079,1993
11039,Schilde,9533,9657,19190,1993
11040,Schoten,15321,16061,31382,1993
11044,Stabroek,8257,8276,16533,1993
11050,Wijnegem,4068,4415,8483,1993
11052,Wommelgem,5572,5831,11403,1993
11053,Wuustwezel,8079,7812,15891,1993
11054,Zandhoven,5669,5628,11297,1993
11055,Zoersel,9319,9651,18970,1993
11056,Zwijndrecht,8909,9236,18145,1993
11057,Malle,6395,6402,12797,1993
12000,Arrondissement de Malines,146987,151390,298377,1993
12002,Berlaar,4829,4963,9792,1993
12005,Bonheiden,6418,6712,13130,1993
12007,Bornem,9562,9562,19124,1993
12009,Duffel,7310,8011,15321,1993
12014,Heist-op-den-Berg,18018,17863,35881,1993
12021,Lierre,15368,16228,31596,1993
12025,Malines,36757,38983,75740,1993
12026,Nijlen,9961,9754,19715,1993
12029,Putte,7430,7411,14841,1993
12030,Puurs,7654,7627,15281,1993
12034,Sint-Amands,3682,3628,7310,1993
12035,Sint-Katelijne-Waver,9110,9358,18468,1993
12040,Willebroek,10888,11290,22178,1993
13000,Arrondissement de Turnhout,196188,192779,388967,1993
13001,Arendonk,5723,5647,11370,1993
13002,Baerle-Duc,1083,1024,2107,1993
13003,Balen,9578,9197,18775,1993
13004,Beerse,7267,7189,14456,1993
13006,Dessel,4247,4083,8330,1993
13008,Geel,16462,16350,32812,1993
13010,Grobbendonk,5042,4958,10000,1993
13011,Herentals,12271,12405,24676,1993
13012,Herenthout,4046,3919,7965,1993
13013,Herselt,6667,6242,12909,1993
13014,Hoogstraten,8195,7893,16088,1993
13016,Hulshout,3886,3820,7706,1993
13017,Kasterlee,8475,8093,16568,1993
13019,Lille,7167,6875,14042,1993
13021,Meerhout,4641,4556,9197,1993
13023,Merksplas,3848,3680,7528,1993
13025,Mol,15413,15380,30793,1993
13029,Olen,5277,5300,10577,1993
13031,Oud-Turnhout,5918,5906,11824,1993
13035,Ravels,6042,5887,11929,1993
13036,Retie,4747,4520,9267,1993
13037,Rijkevorsel,5076,4766,9842,1993
13040,Turnhout,18927,19492,38419,1993
13044,Vorselaar,3491,3540,7031,1993
13046,Vosselaar,4775,4687,9462,1993
13049,Westerlo,10637,10263,20900,1993
13053,Laakdal,7287,7107,14394,1993
20001,Province du Brabant flamand,483178,499765,982943,1993
20002,Province du Brabant wallon,160999,168615,329614,1993
21000,Arrondissement de Bruxelles-Capitale,449297,501042,950339,1993
21001,Anderlecht,42015,46143,88158,1993
21002,Auderghem,13328,15491,28819,1993
21003,Berchem-Sainte-Agathe,8591,9897,18488,1993
21004,Bruxelles,65642,68601,134243,1993
21005,Etterbeek,17696,20972,38668,1993
21006,Evere,13500,15787,29287,1993
21007,Forest (Bruxelles-Capitale),21598,24563,46161,1993
21008,Ganshoren,9137,11174,20311,1993
21009,Ixelles,34809,37869,72678,1993
21010,Jette,17623,20906,38529,1993
21011,Koekelberg,7668,8550,16218,1993
21012,Molenbeek-Saint-Jean,33140,35479,68619,1993
21013,Saint-Gilles,21108,21490,42598,1993
21014,Saint-Josse-ten-Noode,10615,10844,21459,1993
21015,Schaerbeek,48982,53106,102088,1993
21016,Uccle,33720,40196,73916,1993
21017,Watermael-Boitsfort,11256,13111,24367,1993
21018,Woluwe-Saint-Lambert,21244,26293,47537,1993
21019,Woluwe-Saint-Pierre,17625,20570,38195,1993
23000,Arrondissement de Hal-Vilvorde,266365,277466,543831,1993
23002,Asse,13353,13932,27285,1993
23003,Beersel,11060,11419,22479,1993
23009,Biévène,904,936,1840,1993
23016,Dilbeek,18153,18962,37115,1993
23023,Gammerages,3682,3724,7406,1993
23024,Gooik,4138,4129,8267,1993
23025,Grimbergen,15751,16759,32510,1993
23027,Hal (Hal-Vilvorde),16300,17069,33369,1993
