code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5042288,5267437,10309725,2002
02000,Région flamande,2945066,3027715,5972781,2002
03000,Région wallonne,1628499,1730061,3358560,2002
04000,Région de Bruxelles-Capitale,468723,509661,978384,2002
10000,Province d'Anvers,814791,837659,1652450,2002
11000,Arrondissement d'Anvers,457948,477433,935381,2002
11001,Aartselaar,7095,7283,14378,2002
11002,Anvers,218305,230404,448709,2002
11004,Boechout,5961,5925,11886,2002
11005,Boom,7306,7783,15089,2002
11007,Borsbeek,4978,5300,10278,2002
11008,Brasschaat,18340,18909,37249,2002
11009,Brecht,12756,12695,25451,2002
11013,Edegem,10706,11318,22024,2002
11016,Essen,8290,8375,16665,2002
11018,Hemiksem,4538,4687,9225,2002
11021,Hove (Anvers),4024,4237,8261,2002
11022,Kalmthout,8560,8809,17369,2002
11023,Kapellen (Anvers),12569,13043,25612,2002
11024,Kontich,9890,10169,20059,2002
11025,Lint,3952,4021,7973,2002
11029,Mortsel,11883,12855,24738,2002
11030,Niel,4206,4349,8555,2002
11035,Ranst,8882,8757,17639,2002
11037,Rumst,7198,7272,14470,2002
11038,Schelle,3779,3887,7666,2002
11039,Schilde,9588,10007,19595,2002
11040,Schoten,15913,16864,32777,2002
11044,Stabroek,8547,8771,17318,2002
11050,Wijnegem,4186,4531,8717,2002
11052,Wommelgem,5804,6007,11811,2002
11053,Wuustwezel,8941,8836,17777,2002
11054,Zandhoven,6084,6059,12143,2002
11055,Zoersel,9865,10269,20134,2002
11056,Zwijndrecht,8763,8980,17743,2002
11057,Malle,7039,7031,14070,2002
12000,Arrondissement de Malines,151220,156213,307433,2002
12002,Berlaar,5090,5152,10242,2002
12005,Bonheiden,6921,7308,14229,2002
12007,Bornem,9831,10075,19906,2002
12009,Duffel,7789,8216,16005,2002
12014,Heist-op-den-Berg,18667,18871,37538,2002
12021,Lierre,15747,16709,32456,2002
12025,Malines,37062,38884,75946,2002
12026,Nijlen,10240,10279,20519,2002
12029,Putte,7775,7684,15459,2002
12030,Puurs,7884,7929,15813,2002
12034,Sint-Amands,3801,3777,7578,2002
