code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5568005,5754083,11322088,2017
02000,Région flamande,3221295,3294716,6516011,2017
03000,Région wallonne,1764335,1850138,3614473,2017
04000,Région de Bruxelles-Capitale,582375,609229,1191604,2017
10000,Province d'Anvers,910023,926007,1836030,2017
11000,Arrondissement d'Anvers,514494,525449,1039943,2017
11001,Aartselaar,7051,7171,14222,2017
11002,Anvers,259334,261170,520504,2017
11004,Boechout,6345,6563,12908,2017
11005,Boom,8768,9020,17788,2017
11007,Borsbeek,5118,5463,10581,2017
11008,Brasschaat,18168,19624,37792,2017
11009,Brecht,14336,14450,28786,2017
11013,Edegem,10483,11352,21835,2017
11016,Essen,9403,9389,18792,2017
11018,Hemiksem,5586,5647,11233,2017
11021,Hove (Anvers),3952,4200,8152,2017
11022,Kalmthout,9048,9442,18490,2017
11023,Kapellen (Anvers),13085,13665,26750,2017
11024,Kontich,10335,10617,20952,2017
11025,Lint,4350,4431,8781,2017
11029,Mortsel,12387,13201,25588,2017
11030,Niel,5094,5142,10236,2017
11035,Ranst,9541,9440,18981,2017
11037,Rumst,7539,7544,15083,2017
11038,Schelle,4085,4272,8357,2017
11039,Schilde,9447,10069,19516,2017
11040,Schoten,16613,17660,34273,2017
11044,Stabroek,9184,9314,18498,2017
11050,Wijnegem,4696,4963,9659,2017
11052,Wommelgem,6327,6458,12785,2017
11053,Wuustwezel,10290,10169,20459,2017
11054,Zandhoven,6410,6433,12843,2017
11055,Zoersel,10702,11155,21857,2017
11056,Zwijndrecht,9294,9691,18985,2017
11057,Malle,7523,7734,15257,2017
12000,Arrondissement de Malines,167370,173040,340410,2017
12002,Berlaar,5618,5767,11385,2017
12005,Bonheiden,7202,7624,14826,2017
12007,Bornem,10486,10643,21129,2017
12009,Duffel,8444,8858,17302,2017
12014,Heist-op-den-Berg,20937,21479,42416,2017
12021,Lierre,17165,18079,35244,2017
12025,Malines,41999,43666,85665,2017
12026,Nijlen,11212,11481,22693,2017
12029,Putte,8614,8765,17379,2017
12030,Puurs,8489,8695,17184,2017
12034,Sint-Amands,4211,4207,8418,2017
12035,Sint-Katelijne-Waver,10172,10509,20681,2017
12040,Willebroek,12821,13267,26088,2017
13000,Arrondissement de Turnhout,228159,227518,455677,2017
13001,Arendonk,6648,6613,13261,2017
13002,Baerle-Duc,1333,1362,2695,2017
13003,Balen,11123,11233,22356,2017
13004,Beerse,8877,9030,17907,2017
13006,Dessel,4770,4757,9527,2017
13008,Geel,19823,19737,39560,2017
13010,Grobbendonk,5627,5610,11237,2017
13011,Herentals,13666,14134,27800,2017
13012,Herenthout,4409,4436,8845,2017
13013,Herselt,7240,7168,14408,2017
13014,Hoogstraten,10898,10402,21300,2017
13016,Hulshout,5155,5173,10328,2017
13017,Kasterlee,9358,9143,18501,2017
13019,Lille,8311,8095,16406,2017
13021,Meerhout,5174,5082,10256,2017
13023,Merksplas,4445,4181,8626,2017
13025,Mol,17953,18198,36151,2017
13029,Olen,6222,6159,12381,2017
13031,Oud-Turnhout,6744,6703,13447,2017
13035,Ravels,7444,7366,14810,2017
13036,Retie,5609,5575,11184,2017
13037,Rijkevorsel,5967,5912,11879,2017
13040,Turnhout,21662,21805,43467,2017
13044,Vorselaar,3891,3887,7778,2017
13046,Vosselaar,5486,5519,11005,2017
13049,Westerlo,12384,12304,24688,2017
13053,Laakdal,7940,7934,15874,2017
20001,Province du Brabant flamand,553655,576194,1129849,2017
20002,Province du Brabant wallon,193532,205591,399123,2017
21000,Arrondissement de Bruxelles-Capitale,582375,609229,1191604,2017
21001,Anderlecht,58801,59440,118241,2017
21002,Auderghem,15873,17440,33313,2017
21003,Berchem-Sainte-Agathe,11927,12774,24701,2017
21004,Bruxelles,90077,86468,176545,2017
21005,Etterbeek,22870,24544,47414,2017
21006,Evere,19140,21254,40394,2017
21007,Forest (Bruxelles-Capitale),26969,28777,55746,2017
21008,Ganshoren,11615,12981,24596,2017
21009,Ixelles,42105,44139,86244,2017
21010,Jette,24628,27305,51933,2017
21011,Koekelberg,10751,10858,21609,2017
21012,Molenbeek-Saint-Jean,48195,48434,96629,2017
21013,Saint-Gilles,25350,25121,50471,2017
21014,Saint-Josse-ten-Noode,13969,13146,27115,2017
21015,Schaerbeek,65981,67061,133042,2017
21016,Uccle,38067,44240,82307,2017
21017,Watermael-Boitsfort,11472,13399,24871,2017
21018,Woluwe-Saint-Lambert,25345,29871,55216,2017
21019,Woluwe-Saint-Pierre,19240,21977,41217,2017
