code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5312221,5527684,10839905,2010
02000,Région flamande,3085334,3166649,6251983,2010
03000,Région wallonne,1700100,1798284,3498384,2010
04000,Région de Bruxelles-Capitale,526787,562751,1089538,2010
10000,Province d'Anvers,862989,881873,1744862,2010
11000,Arrondissement d'Anvers,485306,500026,985332,2010
11001,Aartselaar,7065,7225,14290,2010
11002,Anvers,238617,244888,483505,2010
11004,Boechout,6344,6405,12749,2010
11005,Boom,8213,8496,16709,2010
11007,Borsbeek,4868,5257,10125,2010
11008,Brasschaat,17882,19067,36949,2010
11009,Brecht,13719,13878,27597,2010
11013,Edegem,10181,10990,21171,2010
11016,Essen,8929,8868,17797,2010
11018,Hemiksem,5022,5144,10166,2010
11021,Hove (Anvers),3985,4214,8199,2010
11022,Kalmthout,8720,9011,17731,2010
11023,Kapellen (Anvers),12917,13510,26427,2010
11024,Kontich,10126,10363,20489,2010
11025,Lint,4157,4206,8363,2010
11029,Mortsel,11979,12758,24737,2010
11030,Niel,4518,4750,9268,2010
11035,Ranst,9197,9056,18253,2010
11037,Rumst,7289,7323,14612,2010
11038,Schelle,3985,4119,8104,2010
11039,Schilde,9549,9947,19496,2010
11040,Schoten,16165,17177,33342,2010
11044,Stabroek,8919,9047,17966,2010
11050,Wijnegem,4329,4655,8984,2010
11052,Wommelgem,6044,6290,12334,2010
11053,Wuustwezel,9621,9592,19213,2010
11054,Zandhoven,6229,6158,12387,2010
11055,Zoersel,10432,10833,21265,2010
11056,Zwijndrecht,9147,9426,18573,2010
11057,Malle,7158,7373,14531,2010
12000,Arrondissement de Malines,159413,164898,324311,2010
12002,Berlaar,5393,5496,10889,2010
12005,Bonheiden,7118,7551,14669,2010
12007,Bornem,10167,10389,20556,2010
12009,Duffel,8071,8506,16577,2010
12014,Heist-op-den-Berg,19781,20085,39866,2010
12021,Lierre,16497,17433,33930,2010
12025,Malines,39550,41390,80940,2010
12026,Nijlen,10704,10868,21572,2010
12029,Putte,8158,8194,16352,2010
12030,Puurs,8207,8331,16538,2010
12034,Sint-Amands,3989,4080,8069,2010
12035,Sint-Katelijne-Waver,9951,10198,20149,2010
12040,Willebroek,11827,12377,24204,2010
13000,Arrondissement de Turnhout,218270,216949,435219,2010
13001,Arendonk,6396,6362,12758,2010
13002,Baerle-Duc,1252,1252,2504,2010
13003,Balen,10603,10419,21022,2010
13004,Beerse,8414,8589,17003,2010
13006,Dessel,4588,4519,9107,2010
13008,Geel,18556,18434,36990,2010
13010,Grobbendonk,5512,5463,10975,2010
