code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5505094,5703950,11209044,2015
02000,Région flamande,3182692,3261435,6444127,2015
03000,Région wallonne,1749701,1840043,3589744,2015
04000,Région de Bruxelles-Capitale,572701,602472,1175173,2015
10000,Province d'Anvers,897826,915456,1813282,2015
11000,Arrondissement d'Anvers,507318,520024,1027342,2015
11001,Aartselaar,7022,7135,14157,2015
11002,Anvers,255077,258493,513570,2015
11004,Boechout,6314,6478,12792,2015
11005,Boom,8703,8856,17559,2015
11007,Borsbeek,5050,5415,10465,2015
11008,Brasschaat,18050,19430,37480,2015
11009,Brecht,14033,14215,28248,2015
11013,Edegem,10231,11060,21291,2015
11016,Essen,9179,9248,18427,2015
11018,Hemiksem,5463,5577,11040,2015
11021,Hove (Anvers),3941,4252,8193,2015
11022,Kalmthout,8915,9277,18192,2015
11023,Kapellen (Anvers),13043,13659,26702,2015
11024,Kontich,10366,10520,20886,2015
11025,Lint,4351,4416,8767,2015
11029,Mortsel,12254,13102,25356,2015
11030,Niel,4931,5031,9962,2015
11035,Ranst,9384,9312,18696,2015
11037,Rumst,7524,7594,15118,2015
11038,Schelle,3973,4235,8208,2015
11039,Schilde,9406,9969,19375,2015
11040,Schoten,16497,17519,34016,2015
11044,Stabroek,9124,9283,18407,2015
11050,Wijnegem,4505,4809,9314,2015
11052,Wommelgem,6170,6377,12547,2015
11053,Wuustwezel,10090,10034,20124,2015
11054,Zandhoven,6371,6356,12727,2015
11055,Zoersel,10634,11070,21704,2015
11056,Zwijndrecht,9308,9628,18936,2015
11057,Malle,7409,7674,15083,2015
12000,Arrondissement de Malines,164833,170585,335418,2015
12002,Berlaar,5554,5620,11174,2015
12005,Bonheiden,7173,7596,14769,2015
12007,Bornem,10393,10547,20940,2015
12009,Duffel,8344,8787,17131,2015
12014,Heist-op-den-Berg,20622,21190,41812,2015
12021,Lierre,16893,17759,34652,2015
12025,Malines,41074,42901,83975,2015
12026,Nijlen,11147,11412,22559,2015
12029,Putte,8548,8647,17195,2015
12030,Puurs,8387,8648,17035,2015
12034,Sint-Amands,4133,4170,8303,2015
12035,Sint-Katelijne-Waver,10091,10336,20427,2015
12040,Willebroek,12474,12972,25446,2015
13000,Arrondissement de Turnhout,225675,224847,450522,2015
13001,Arendonk,6515,6538,13053,2015
13002,Baerle-Duc,1323,1357,2680,2015
13003,Balen,10935,11034,21969,2015
13004,Beerse,8708,8892,17600,2015
13006,Dessel,4707,4693,9400,2015
13008,Geel,19470,19367,38837,2015
13010,Grobbendonk,5597,5531,11128,2015
13011,Herentals,13612,14065,27677,2015
13012,Herenthout,4361,4443,8804,2015
13013,Herselt,7298,7218,14516,2015
13014,Hoogstraten,10823,10254,21077,2015
13016,Hulshout,5124,5144,10268,2015
13017,Kasterlee,9141,8911,18052,2015
13019,Lille,8296,8090,16386,2015
13021,Meerhout,5127,5063,10190,2015
13023,Merksplas,4575,4118,8693,2015
13025,Mol,17756,17929,35685,2015
13029,Olen,6113,6073,12186,2015
13031,Oud-Turnhout,6600,6563,13163,2015
13035,Ravels,7413,7299,14712,2015
13036,Retie,5525,5455,10980,2015
13037,Rijkevorsel,5864,5827,11691,2015
13040,Turnhout,21174,21463,42637,2015
13044,Vorselaar,3902,3871,7773,2015
13046,Vosselaar,5458,5503,10961,2015
13049,Westerlo,12365,12229,24594,2015
13053,Laakdal,7893,7917,15810,2015
20001,Province du Brabant flamand,545725,568574,1114299,2015
20002,Province du Brabant wallon,190868,202832,393700,2015
21000,Arrondissement de Bruxelles-Capitale,572701,602472,1175173,2015
21001,Anderlecht,57663,58669,116332,2015
21002,Auderghem,15585,17250,32835,2015
21003,Berchem-Sainte-Agathe,11510,12417,23927,2015
21004,Bruxelles,89434,86100,175534,2015
21005,Etterbeek,22205,24568,46773,2015
21006,Evere,18085,20363,38448,2015
21007,Forest (Bruxelles-Capitale),26488,28524,55012,2015
21008,Ganshoren,11280,12786,24066,2015
21009,Ixelles,41341,43413,84754,2015
21010,Jette,23994,26730,50724,2015
21011,Koekelberg,10668,10857,21525,2015
21012,Molenbeek-Saint-Jean,47527,48049,95576,2015
21013,Saint-Gilles,25377,25095,50472,2015
21014,Saint-Josse-ten-Noode,14106,13226,27332,2015
