code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,4810349,5038298,9848647,1981
02000,Région flamande,2784398,2845731,5630129,1981
03000,Région wallonne,1559438,1661787,3221225,1981
04000,Région de Bruxelles-Capitale,466513,530780,997293,1981
10000,Province d'Anvers,773798,796078,1569876,1981
11000,Arrondissement d'Anvers,447163,470981,918144,1981
11001,Aartselaar,6168,6088,12256,1981
11002,Anvers,239677,261584,501261,1981
11004,Boechout,5343,5154,10497,1981
11005,Boom,7240,7587,14827,1981
11007,Borsbeek,4302,4241,8543,1981
11008,Brasschaat,15933,16283,32216,1981
11009,Brecht,8394,7997,16391,1981
11013,Edegem,11575,11945,23520,1981
11016,Essen,6208,6297,12505,1981
11018,Hemiksem,5055,5080,10135,1981
11021,Hove (Anvers),3574,3679,7253,1981
11022,Kalmthout,7527,7433,14960,1981
11023,Kapellen (Anvers),7181,7355,14536,1981
11024,Kontich,8864,9014,17878,1981
11025,Lint,2825,2864,5689,1981
11029,Mortsel,13072,13674,26746,1981
11030,Niel,4158,4200,8358,1981
11035,Ranst,7063,6922,13985,1981
11037,Rumst,6739,6713,13452,1981
11038,Schelle,3632,3600,7232,1981
11039,Schilde,8292,8481,16773,1981
11040,Schoten,15318,15810,31128,1981
11044,Stabroek,7493,7415,14908,1981
11050,Wijnegem,3996,4230,8226,1981
11052,Wommelgem,5211,5272,10483,1981
11053,Wuustwezel,6591,6144,12735,1981
11054,Zandhoven,4827,4714,9541,1981
11055,Zoersel,7270,7541,14811,1981
11056,Zwijndrecht,8210,8329,16539,1981
11057,Malle,5425,5335,10760,1981
12000,Arrondissement de Malines,144412,147913,292325,1981
12002,Berlaar,4717,4707,9424,1981
12005,Bonheiden,6018,6180,12198,1981
12007,Bornem,9075,8966,18041,1981
12009,Duffel,6959,7725,14684,1981
12014,Heist-op-den-Berg,17607,17010,34617,1981
12021,Lierre,15175,16086,31261,1981
12025,Malines,37468,39801,77269,1981
12026,Nijlen,9488,9277,18765,1981
12029,Putte,7040,6977,14017,1981
12030,Puurs,7566,7482,15048,1981
12034,Sint-Amands,3639,3667,7306,1981
12035,Sint-Katelijne-Waver,8587,8843,17430,1981
12040,Willebroek,11073,11192,22265,1981
13000,Arrondissement de Turnhout,182223,177184,359407,1981
13001,Arendonk,5385,5176,10561,1981
13002,Baerle-Duc,1091,1020,2111,1981
13003,Balen,9344,8818,18162,1981
13004,Beerse,6441,6345,12786,1981
13006,Dessel,4118,3956,8074,1981
13008,Geel,15963,15500,31463,1981
13010,Grobbendonk,4359,4266,8625,1981
13011,Herentals,11774,12023,23797,1981
13012,Herenthout,3721,3478,7199,1981
13013,Herselt,5825,5515,11340,1981
13014,Hoogstraten,7381,6987,14368,1981
13016,Hulshout,3570,3486,7056,1981
13017,Kasterlee,7512,7100,14612,1981
13019,Lille,6216,5786,12002,1981
13021,Meerhout,4414,4199,8613,1981
13023,Merksplas,3101,3035,6136,1981
13025,Mol,15022,14776,29798,1981
13029,Olen,4693,4562,9255,1981
13031,Oud-Turnhout,5399,5334,10733,1981
13035,Ravels,5216,5112,10328,1981
13036,Retie,4299,4060,8359,1981
13037,Rijkevorsel,4615,4370,8985,1981
13040,Turnhout,18434,19019,37453,1981
13044,Vorselaar,3106,3109,6215,1981
13046,Vosselaar,4404,4216,8620,1981
13049,Westerlo,9927,9532,19459,1981
13053,Laakdal,6893,6404,13297,1981
20001,Province du Brabant flamand,460236,472684,932920,1981
20002,Province du Brabant wallon,142523,148486,291009,1981
21000,Arrondissement de Bruxelles-Capitale,466513,530780,997293,1981
21001,Anderlecht,45045,49719,94764,1981
21002,Auderghem,14129,16306,30435,1981
21003,Berchem-Sainte-Agathe,8677,10042,18719,1981
21004,Bruxelles,67579,72099,139678,1981
21005,Etterbeek,19901,24317,44218,1981
21006,Evere,14087,16433,30520,1981
21007,Forest (Bruxelles-Capitale),23502,27105,50607,1981
