code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,5474309,5676207,11150516,2014
02000,Région flamande,3165719,3244986,6410705,2014
03000,Région wallonne,1741960,1834365,3576325,2014
04000,Région de Bruxelles-Capitale,566630,596856,1163486,2014
10000,Province d'Anvers,892542,910177,1802719,2014
11000,Arrondissement d'Anvers,504683,517457,1022140,2014
11001,Aartselaar,7042,7165,14207,2014
11002,Anvers,253607,257003,510610,2014
11004,Boechout,6349,6455,12804,2014
11005,Boom,8539,8692,17231,2014
11007,Borsbeek,5018,5433,10451,2014
11008,Brasschaat,18047,19455,37502,2014
11009,Brecht,13984,14190,28174,2014
11013,Edegem,10192,11059,21251,2014
11016,Essen,9114,9142,18256,2014
11018,Hemiksem,5336,5530,10866,2014
11021,Hove (Anvers),3945,4271,8216,2014
11022,Kalmthout,8878,9287,18165,2014
11023,Kapellen (Anvers),12935,13605,26540,2014
11024,Kontich,10376,10537,20913,2014
11025,Lint,4352,4400,8752,2014
11029,Mortsel,12217,13025,25242,2014
11030,Niel,4852,4981,9833,2014
11035,Ranst,9359,9248,18607,2014
11037,Rumst,7485,7540,15025,2014
11038,Schelle,3971,4212,8183,2014
11039,Schilde,9456,9944,19400,2014
11040,Schoten,16374,17497,33871,2014
11044,Stabroek,9086,9218,18304,2014
11050,Wijnegem,4407,4724,9131,2014
11052,Wommelgem,6109,6358,12467,2014
11053,Wuustwezel,9960,9912,19872,2014
11054,Zandhoven,6390,6339,12729,2014
11055,Zoersel,10598,10975,21573,2014
11056,Zwijndrecht,9330,9622,18952,2014
11057,Malle,7375,7638,15013,2014
12000,Arrondissement de Malines,163673,169459,333132,2014
12002,Berlaar,5491,5543,11034,2014
12005,Bonheiden,7151,7627,14778,2014
12007,Bornem,10310,10548,20858,2014
12009,Duffel,8383,8736,17119,2014
12014,Heist-op-den-Berg,20380,20985,41365,2014
12021,Lierre,16745,17623,34368,2014
12025,Malines,40677,42517,83194,2014
12026,Nijlen,11054,11288,22342,2014
12029,Putte,8526,8607,17133,2014
12030,Puurs,8358,8614,16972,2014
12034,Sint-Amands,4098,4143,8241,2014
12035,Sint-Katelijne-Waver,10080,10321,20401,2014
12040,Willebroek,12420,12907,25327,2014
13000,Arrondissement de Turnhout,224186,223261,447447,2014
13001,Arendonk,6469,6487,12956,2014
13002,Baerle-Duc,1283,1335,2618,2014
13003,Balen,10881,10936,21817,2014
13004,Beerse,8683,8867,17550,2014
13006,Dessel,4701,4649,9350,2014
13008,Geel,19237,19213,38450,2014
13010,Grobbendonk,5561,5534,11095,2014
13011,Herentals,13600,14037,27637,2014
13012,Herenthout,4356,4447,8803,2014
13013,Herselt,7264,7175,14439,2014
13014,Hoogstraten,10728,10139,20867,2014
13016,Hulshout,5072,5182,10254,2014
13017,Kasterlee,9120,8853,17973,2014
13019,Lille,8332,8075,16407,2014
13021,Meerhout,5051,5035,10086,2014
13023,Merksplas,4541,4096,8637,2014
13025,Mol,17643,17739,35382,2014
13029,Olen,6078,6047,12125,2014
13031,Oud-Turnhout,6514,6526,13040,2014
13035,Ravels,7402,7259,14661,2014
13036,Retie,5514,5383,10897,2014
13037,Rijkevorsel,5819,5716,11535,2014
13040,Turnhout,20964,21317,42281,2014
13044,Vorselaar,3874,3815,7689,2014
13046,Vosselaar,5377,5370,10747,2014
13049,Westerlo,12305,12189,24494,2014
13053,Laakdal,7817,7840,15657,2014
20001,Province du Brabant flamand,542301,564965,1107266,2014
20002,Province du Brabant wallon,189505,201461,390966,2014
