code_ins,lieu_de_residence,hommes,femmes,total,annee
01000,Belgique,4721866,4929078,9650944,1970
02000,Région flamande,2687386,2729197,5416583,1970
03000,Région wallonne,1532611,1626614,3159225,1970
04000,Région de Bruxelles-Capitale,501869,573267,1075136,1970
10000,Province d'Anvers,760039,777961,1538000,1970
11000,Arrondissement d'Anvers,447744,469815,917559,1970
11001,Aartselaar,3652,3516,7168,1970
11002,Anvers,263749,285397,549146,1970
11004,Boechout,4886,4653,9539,1970
11005,Boom,8259,8325,16584,1970
11007,Borsbeek,3276,3268,6544,1970
11008,Brasschaat,14275,14382,28657,1970
11009,Brecht,6669,6539,13208,1970
11013,Edegem,9533,9832,19365,1970
11016,Essen,5677,5509,11186,1970
11018,Hemiksem,5089,5091,10180,1970
11021,Hove (Anvers),3240,3291,6531,1970
11022,Kalmthout,6529,6387,12916,1970
11023,Kapellen (Anvers),6666,6686,13352,1970
11024,Kontich,7891,8034,15925,1970
11025,Lint,2110,2138,4248,1970
11029,Mortsel,13628,14384,28012,1970
11030,Niel,4884,4904,9788,1970
11035,Ranst,6407,6108,12515,1970
11037,Rumst,6588,6496,13084,1970
11038,Schelle,3321,3185,6506,1970
11039,Schilde,6385,6539,12924,1970
11040,Schoten,14755,15159,29914,1970
11044,Stabroek,4530,4404,8934,1970
11050,Wijnegem,4281,4279,8560,1970
11052,Wommelgem,4482,4491,8973,1970
11053,Wuustwezel,5758,5375,11133,1970
11054,Zandhoven,3947,3945,7892,1970
11055,Zoersel,4711,4980,9691,1970
11056,Zwijndrecht,8152,8122,16274,1970
11057,Malle,4414,4396,8810,1970
12000,Arrondissement de Malines,143074,144639,287713,1970
12002,Berlaar,4791,4746,9537,1970
12005,Bonheiden,5434,5456,10890,1970
12007,Bornem,8747,8442,17189,1970
12009,Duffel,6585,7217,13802,1970
12014,Heist-op-den-Berg,16763,16057,32820,1970
12021,Lierre,15558,16326,31884,1970
12025,Malines,39196,41155,80351,1970
12026,Nijlen,8724,8400,17124,1970
12029,Putte,6749,6682,13431,1970
12030,Puurs,7519,7250,14769,1970
12034,Sint-Amands,3506,3503,7009,1970
12035,Sint-Katelijne-Waver,8115,8141,16256,1970
12040,Willebroek,11387,11264,22651,1970
13000,Arrondissement de Turnhout,169221,163507,332728,1970
13001,Arendonk,5065,4830,9895,1970
13002,Baerle-Duc,1092,1054,2146,1970
13003,Balen,9146,8489,17635,1970
13004,Beerse,5681,5516,11197,1970
13006,Dessel,3829,3676,7505,1970
13008,Geel,15243,14421,29664,1970
13010,Grobbendonk,3842,3726,7568,1970
13011,Herentals,11474,11637,23111,1970
13012,Herenthout,3524,3249,6773,1970
13013,Herselt,5625,5313,10938,1970
13014,Hoogstraten,6908,6595,13503,1970
13016,Hulshout,3407,3305,6712,1970
13017,Kasterlee,6246,5972,12218,1970
13019,Lille,5313,5005,10318,1970
13021,Meerhout,4340,4227,8567,1970
13023,Merksplas,2612,2453,5065,1970
13025,Mol,14663,14160,28823,1970
13029,Olen,4154,3984,8138,1970
